DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,LOCATION,LAT,LON
221506275,28/02/2022,0:05,15,N Hollywood,1526,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1813,35,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,6300    LANKERSHIM                   BL,34.1849,-118.3867
221307147,28/02/2022,15:20,13,Newton,1345,860,BATTERY WITH SEXUAL CONTACT,0913 2024 0522 0503,18,F,B,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1300 E  41ST                         ST,34.0104,-118.2535
222106237,28/02/2022,13:00,21,Topanga,2137,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,55,M,H,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7300    INDEPENDENCE                 AV,34.2029,-118.5906
221806651,28/02/2022,6:30,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,0342 1822 1300 0416 0444 0419 0429,32,F,H,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,10100 S  SAN PEDRO                    ST,33.9447,-118.2695
221406994,28/02/2022,16:00,14,Pacific,1424,310,BURGLARY,1607 0344,59,M,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3200    MOUNTAIN VIEW                AV,34.017,-118.4408
220306731,28/02/2022,22:00,3,Southwest,315,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2000 W  27TH                         ST,34.034,-118.3133
220405934,28/02/2022,20:40,4,Hollenbeck,457,624,BATTERY - SIMPLE ASSAULT,0416 0400 0913 1814 2000,29,F,H,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2500 E  FOLSOME                      ST,34.0469,-118.2032
220806439,28/02/2022,15:00,8,West LA,832,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11600    KIOWA                        AV,34.0525,-118.4607
220706184,28/02/2022,1:40,7,Wilshire,701,210,ROBBERY,1402 0416 0355,0,M,W,STREET,102,HAND GUN,IC,Invest Cont,MELROSE                      PL,34.0836,-118.3753
221806802,28/02/2022,14:00,18,Southeast,1849,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1822 0500 0515 0522 0400 0444,42,F,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,WILMINGTON,33.9303,-118.2391
220100565,28/02/2022,3:00,1,Central,144,121,"RAPE, FORCIBLE",0500 0510 0527 0522 0507,21,F,W,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,100 W  4TH                          ST,34.0481,-118.2472
221806639,28/02/2022,1:00,18,Southeast,1837,920,KIDNAPPING - GRAND ATTEMPT,1240 1300 0400 2000 0913,41,F,B,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1600 E  109TH                        ST,33.9368,-118.2463
220606800,28/02/2022,15:00,6,Hollywood,642,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,N  CUSRON                       AV,34.0981,-118.3577
220806414,28/02/2022,1:30,8,West LA,827,510,VEHICLE - STOLEN,0,0,X,X,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,100    GRANVILLE                    AV,34.0637,-118.4717
221706060,28/02/2022,3:00,17,Devonshire,1709,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0913 0448,19,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,11600    BLUCHER                      AV,34.2811,-118.4699
222106336,28/02/2022,12:12,21,Topanga,2144,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0397,47,F,H,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,FALLBROOK                    AV,34.1865,-118.6234
220500603,28/02/2022,19:10,5,Harbor,505,310,BURGLARY,0344 1236 0329 1309,0,X,X,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,19700    MAGELLAN                     DR,33.852,-118.2929
221106215,28/02/2022,18:30,11,Northeast,1123,330,BURGLARY FROM VEHICLE,1302 0344,53,F,W,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2900    LOS FELIZ                    BL,34.1207,-118.2641
221906390,28/02/2022,17:25,19,Mission,1925,354,THEFT OF IDENTITY,0,44,F,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,12400    RALSTON                      AV,34.2956,-118.4505
220506260,28/02/2022,9:15,5,Harbor,555,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1814,23,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,600 W  SEPULVEDA                    ST,33.7451,-118.2901
222006617,28/02/2022,13:20,20,Olympic,2069,662,"BUNCO, GRAND THEFT",1822 0701 0100,22,M,K,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1100    MAGNOLIA                     AV,34.0508,-118.2865
221506406,28/02/2022,16:00,15,N Hollywood,1501,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7700    AMPERE                       AV,34.2107,-118.4185
221706021,28/02/2022,11:30,17,Devonshire,1757,210,ROBBERY,0325 1822 1402 1409 0945 0378 0344 0352 0400,0,X,X,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,16900    DEVONSHIRE                   ST,34.2575,-118.5004
221207192,28/02/2022,16:10,12,77th Street,1249,761,BRANDISH WEAPON,0202 1822 1309 0371 0334,29,M,B,STREET,102,HAND GUN,IC,Invest Cont,68TH                         ST,33.9781,-118.2827
220206461,28/02/2022,8:45,2,Rampart,238,210,ROBBERY,0342 1822 1251 1259 2024 0344 0416 0446 0417 1824,17,M,W,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,100 N  BIXEL                        ST,34.0625,-118.2556
220606713,28/02/2022,2:05,6,Hollywood,637,624,BATTERY - SIMPLE ASSAULT,0400 1822 0444 0448 0429,39,F,H,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,5900    HOLLYWOOD                    BL,34.103,-118.3225
220706194,28/02/2022,1:42,7,Wilshire,758,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,00    GATEWAY PLZ,34.0519,-118.3306
222106348,28/02/2022,22:00,21,Topanga,2196,330,BURGLARY FROM VEHICLE,0344 0377 0352 0321,33,M,W,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4200    ENSENADA                     DR,34.1453,-118.5978
220506238,28/02/2022,4:00,5,Harbor,522,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,900 N  WILMINGTON                   BL,33.7808,-118.2743
222006596,28/02/2022,16:00,20,Olympic,2036,900,VIOLATION OF COURT ORDER,2000 1814 2038 0416 0446 0913,35,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,700 S  BERENDO                      ST,34.0598,-118.2941
220506334,28/02/2022,9:48,5,Harbor,566,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,65,M,B,POST OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,800 S  BEACON                       ST,33.7347,-118.2842
221000591,28/02/2022,17:00,10,West Valley,1028,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2002 1317 0443 0447 2000 0416 0913 1814 1402,43,F,H,SINGLE FAMILY DWELLING,212,BOTTLE,AA,Adult Arrest,16500    VANOWEN                      ST,34.1939,-118.4924
221706026,28/02/2022,2:30,17,Devonshire,1764,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,9600    JUMILLA                      AV,34.2448,-118.5636
220606744,28/02/2022,4:00,6,Hollywood,645,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,46,M,W,HOTEL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7000    HOLLYWOOD                    BL,34.1015,-118.3417
221106211,28/02/2022,18:30,11,Northeast,1113,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,OTHER STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2700    COLORADO                     BL,34.1427,-118.2243
220506265,28/02/2022,23:30,5,Harbor,531,210,ROBBERY,0416 0344 0913 0603 0361,28,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1600    260TH                        ST,33.7869,-118.3043
221307111,28/02/2022,22:00,13,Newton,1313,210,ROBBERY,1309 0302 0344 0337 0449 1310 1822 1312 0342,57,M,W,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,18TH                         ST,34.0262,-118.2518
221806669,28/02/2022,17:15,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0329 1402 1407 1100 1822 1240 1300,0,X,X,STREET,107,OTHER FIREARM,IC,Invest Cont,120TH                        ST,33.9237,-118.2696
220405978,28/02/2022,21:30,4,Hollenbeck,448,624,BATTERY - SIMPLE ASSAULT,0603 0446,18,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2500    NORFOLK                      ST,34.0603,-118.198
220206532,28/02/2022,11:40,2,Rampart,216,900,VIOLATION OF COURT ORDER,2038 0913 2000 1814,23,F,B,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2300    BELLEVUE                     AV,34.074,-118.2692
220806420,28/02/2022,22:20,8,West LA,833,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1813,36,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,1300    MIDVALE                      AV,34.0566,-118.4445
221506333,28/02/2022,8:15,15,N Hollywood,1543,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,43,F,O,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,12200    MAGNOLIA                     BL,34.1685,-118.4008
221207155,28/02/2022,15:45,12,77th Street,1283,350,"THEFT, PERSON",0344 1822,16,F,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,CENTURY                      BL,33.9455,-118.309
220706233,28/02/2022,18:10,7,Wilshire,783,624,BATTERY - SIMPLE ASSAULT,0416 0913 1822,51,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2000    HAUSER                       BL,34.0391,-118.3603
221506326,28/02/2022,22:00,15,N Hollywood,1596,210,ROBBERY,0334 0344 1822 2004 0312,18,M,H,RESTAURANT/FAST FOOD,102,HAND GUN,IC,Invest Cont,10600    VENTURA                      BL,34.1372,-118.3633
220107390,28/02/2022,0:50,1,Central,144,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2001 2002 0910,48,M,B,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5TH,34.0471,-118.2491
220206522,28/02/2022,19:00,2,Rampart,256,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,WILSHIRE                     BL,34.0562,-118.272
221106182,28/02/2022,20:00,11,Northeast,1125,624,BATTERY - SIMPLE ASSAULT,0416 1822,26,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,4800    YORK                         BL,34.1222,-118.2106
221906407,28/02/2022,18:05,19,Mission,1924,330,BURGLARY FROM VEHICLE,0344 1609,24,F,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,HUBBARD                      ST,34.285,-118.4569
220107685,28/02/2022,23:10,1,Central,133,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,24,F,Z,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 S  HILL                         ST,34.0531,-118.2478
220405940,28/02/2022,21:55,4,Hollenbeck,456,624,BATTERY - SIMPLE ASSAULT,1202 0400 0416 0913 0561,72,M,H,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2500    WABASH                       AV,34.0522,-118.2019
222006577,28/02/2022,22:58,20,Olympic,2027,310,BURGLARY,1609 0358 1822,0,X,X,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 S  NORMANDIE                    AV,34.0636,-118.3004
220606993,28/02/2022,13:46,6,Hollywood,657,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0421 0913 1501 1309,41,F,H,STREET,511,VERBAL THREAT,IC,Invest Cont,SANTA MONICA                 BL,34.0908,-118.3092
222000587,28/02/2022,22:50,20,Olympic,2029,888,TRESPASSING,1822,0,X,X,MTA PROPERTY OR PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,WILSHIRE,34.0618,-118.2899
221006280,28/02/2022,15:20,10,West Valley,1028,850,INDECENT EXPOSURE,1822 0529 1420,29,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6600    BALBOA                       BL,34.1908,-118.5011
220606740,28/02/2022,14:50,6,Hollywood,665,220,ATTEMPTED ROBBERY,1822 1300 0400 1501,35,M,B,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,SANTA MONICA,34.0907,-118.3363
220506331,28/02/2022,15:00,5,Harbor,566,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,200 W  8TH                          ST,33.737,-118.2814
220506266,28/02/2022,23:30,5,Harbor,531,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0344 0913 0603 0361,25,M,O,STREET,511,VERBAL THREAT,IC,Invest Cont,1600    260TH                        ST,33.7869,-118.3043
220906246,28/02/2022,11:00,9,Van Nuys,911,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6800 N  SEPULVEDA                    BL,34.1938,-118.4702
221006163,28/02/2022,7:55,10,West Valley,1078,624,BATTERY - SIMPLE ASSAULT,0400 0448 1822,29,F,O,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,16200    VENTURA                      BL,34.1613,-118.4917
221307127,28/02/2022,17:00,13,Newton,1317,330,BURGLARY FROM VEHICLE,0344 0329 1822 1612 1602 0397,0,M,H,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300    NEWTON,34.028,-118.2473
221207163,28/02/2022,21:30,12,77th Street,1249,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0416 0913 0448 0429 0419 1814 1243,28,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,700 W  GAGE                         AV,33.9823,-118.2856
221906391,28/02/2022,22:00,19,Mission,1985,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2033 0411 1822 0416,19,M,H,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,ROSCOE,34.2215,-118.4488
221307141,28/02/2022,17:45,13,Newton,1354,901,VIOLATION OF RESTRAINING ORDER,0913 2038 0561 2004,67,M,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4300 S  MAIN                         ST,34.0056,-118.274
220206640,28/02/2022,13:00,2,Rampart,211,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1501 1300,58,F,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,600 N  MARIPOSA                     AV,34.0812,-118.2992
221605855,28/02/2022,12:20,16,Foothill,1621,210,ROBBERY,1402 1822,58,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,VAN NUYS                     BL,34.2576,-118.4338
221806641,28/02/2022,4:00,18,Southeast,1822,210,ROBBERY,0443 0337 1822 0344 0432,32,M,H,MOTEL,511,VERBAL THREAT,IC,Invest Cont,9700 S  FIGUEROA                     ST,33.9483,-118.2827
222006553,28/02/2022,20:30,20,Olympic,2069,900,VIOLATION OF COURT ORDER,0913 1814 1501,29,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1100 S  VERMONT                      AV,34.0509,-118.2916
220405927,28/02/2022,14:00,4,Hollenbeck,477,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0400 0448,31,M,W,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,SOTO,34.0375,-118.2138
220606732,28/02/2022,8:57,6,Hollywood,663,755,BOMB SCARE,1822 0404 1501,0,X,X,JUNIOR HIGH SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,900 N  LAS PALMAS                   AV,34.0871,-118.3363
221706091,28/02/2022,21:10,17,Devonshire,1714,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 0913 2000,23,F,H,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,18900    GRANADA CIR,34.2841,-118.5459
220405911,28/02/2022,4:30,4,Hollenbeck,479,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3500    WHITTIER                     BL,34.0267,-118.1985
221806693,28/02/2022,23:40,18,Southeast,1802,761,BRANDISH WEAPON,0913 0421 0334 0312,37,F,B,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,200 W  93RD                         ST,33.956,-118.2772
221406906,28/02/2022,16:00,14,Pacific,1428,354,THEFT OF IDENTITY,1822,31,M,H,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3400    VETERAN                      AV,34.0237,-118.4191
221806677,28/02/2022,19:10,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1300 0411 0400,37,F,H,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,100 W  87TH                         ST,33.9586,-118.2739
221307055,28/02/2022,3:00,13,Newton,1385,624,BATTERY - SIMPLE ASSAULT,0913 1817 0400 0416,52,M,H,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,AVALON                       BL,33.9825,-118.2652
220107422,28/02/2022,18:30,1,Central,174,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,700 S  LOS ANGELES                  ST,34.0426,-118.2528
221300602,28/02/2022,20:30,13,Newton,1341,761,BRANDISH WEAPON,1402 2000 0913 0432 0444 1814 1218 2004,30,F,H,SIDEWALK,215,MACHETE,AO,Adult Other,38TH                         ST,34.0152,-118.2794
220806415,28/02/2022,21:00,8,West LA,882,210,ROBBERY,0334 0344 1822,18,M,A,PARKING LOT,102,HAND GUN,IC,Invest Cont,11300    MISSISSIPPI                  AV,34.0396,-118.4425
221006199,28/02/2022,17:45,10,West Valley,1011,354,THEFT OF IDENTITY,1822 0922,35,M,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7500    CORBIN                       AV,34.2059,-118.5623
220806525,28/02/2022,20:00,8,West LA,855,310,BURGLARY,344,70,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1400 S  BENTLEY                      AV,34.0518,-118.4466
222106238,28/02/2022,7:25,21,Topanga,2107,624,BATTERY - SIMPLE ASSAULT,416,40,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,21300    PARTHENIA                    ST,34.2282,-118.5951
221006187,28/02/2022,16:45,10,West Valley,1024,210,ROBBERY,0400 0444 0429 1822 0416,20,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,6600    RESEDA                       BL,34.1958,-118.5399
220107447,28/02/2022,11:30,1,Central,111,237,CHILD NEGLECT (SEE 300 W.I.C.),1501,0,F,H,HOTEL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,900 N  BROADWAY,34.0615,-118.2412
220506269,28/02/2022,21:20,5,Harbor,516,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1300 N  AVALON                       BL,33.7868,-118.2658
221605888,28/02/2022,20:00,16,Foothill,1663,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,12100    SHELDON                      ST,34.2374,-118.3964
220206475,28/02/2022,4:00,2,Rampart,204,310,BURGLARY,0342 1822 1609 0329 0321 0344,0,X,X,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3400 W  SUNSET                       BL,34.0876,-118.2759
221406908,28/02/2022,5:50,14,Pacific,1403,354,THEFT OF IDENTITY,1822,39,F,W,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2900    KELTON                       AV,34.0313,-118.4238
221506328,28/02/2022,9:30,15,N Hollywood,1596,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,M,O,DRUG STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11000    VENTURA                      BL,34.1405,-118.3702
220405945,28/02/2022,5:50,4,Hollenbeck,442,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1700    POMEROY                      AV,34.0577,-118.2134
221906473,28/02/2022,12:00,19,Mission,1988,237,CHILD NEGLECT (SEE 300 W.I.C.),1259,17,M,H,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13100    TONOPAH                      ST,34.2293,-118.4175
221106187,28/02/2022,22:00,11,Northeast,1127,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,500    NEVA                         PL,34.1202,-118.1869
220107449,28/02/2022,23:21,1,Central,122,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 2004 1266,0,X,X,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2ND,34.0572,-118.2481
220200561,28/02/2022,12:30,2,Rampart,204,888,TRESPASSING,2000 0913 1814,27,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,3400    LONDON                       ST,34.0784,-118.2816
222106269,28/02/2022,5:30,21,Topanga,2146,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,37,M,X,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,7000    DEERING                      AV,34.1974,-118.5966
221406814,28/02/2022,16:40,14,Pacific,1412,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,27,M,O,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,800    OCEAN FRONT                  WK,33.9933,-118.4765
220405944,28/02/2022,18:00,4,Hollenbeck,466,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2900 E  1ST                          ST,34.0436,-118.2051
221605847,28/02/2022,12:30,16,Foothill,1657,354,THEFT OF IDENTITY,0930 0377,42,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10200    HILLHAVEN                    AV,34.2544,-118.2898
220606793,28/02/2022,21:45,6,Hollywood,676,210,ROBBERY,1822 0334 0355 0344,28,F,W,SIDEWALK,102,HAND GUN,IC,Invest Cont,HUDSON                       AV,34.0853,-118.3321
221307056,28/02/2022,0:10,13,Newton,1362,510,VEHICLE - STOLEN,0,0,X,X,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,49TH                         ST,33.9984,-118.2696
221307110,28/02/2022,21:05,13,Newton,1343,220,ATTEMPTED ROBBERY,0334 0302 0337 0342 1822,0,X,X,LIQUOR STORE,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,900 E  JEFFERSON                    BL,34.0136,-118.2611
221506317,28/02/2022,8:00,15,N Hollywood,1569,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1501,53,F,W,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,4400    SANCOLA                      AV,34.1504,-118.3538
220107515,28/02/2022,23:00,1,Central,154,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,27,M,H,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,6TH,34.0446,-118.249
